invoice_no,transaction_date,customer_id,description,category,order_city_cleaned,order_postal,state,region,latitude,longitude,quantity,costs,profit_per_unit,baseline_shipping_cost,hypothesis_factor,hypothesis_shipping_cost,profit_before_shipping,profit_after_baseline,profit_after_hypothesis
536756,12/2/2020 14:23,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536759,12/2/2020 14:26,16781,NexGard Chew for Dogs,Food,bixby,74008,OK,Central,35.942,-958.833,1,7,8.7,7,1.0,7,8.7,1.7,1.7
536763,12/2/2020 14:42,17685,Dog and Puppy Pads,Disposables,seabrook,77586,TX,Central,295.633,-950.197,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
536763,12/2/2020 14:42,17685,ProBiotic Supplements for Dogs,Supplements,seabrook,77586,TX,Central,295.633,-950.197,4,7,3.5,21.7,0.6,16.8,14.0,-7.7,-2.8
536769,12/2/2020 14:47,17581,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,houston,77084-1624,TX,Central,297.589,-953.677,3,9,8.7,21.6,0.6,16.2,26.1,4.5,9.9
536769,12/2/2020 14:47,17581,ProBiotic Supplements for Dogs,Supplements,houston,77084-1624,TX,Central,297.589,-953.677,1,7,7.7,7,1.0,7,7.7,0.7,0.7
536771,12/2/2020 14:49,17581,Rechargeable Pet Nail Grinder,Grooming,houston,77084-1624,TX,Central,297.589,-953.677,1,5,10.5,5,1.0,5,10.5,5.5,5.5
536777,12/2/2020 15:00,15732,Earth Rated Dog Poop Bags,Disposables,rockingham,28379-3015,NC,East,349.393,-797.739,4,4,6.7,12.4,0.6,9.6,26.8,14.4,17.2
536780,12/2/2020 15:09,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,1,5,15.7,5,1.0,5,15.7,10.7,10.7
536782,12/2/2020 15:18,17567,Sheba Perfect Portions Pat Wet Cat Food,Food,houston,77025-5209,TX,Central,297.589,-953.677,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
536785,12/2/2020 15:22,15061,Pet Odor Eliminator,Cleanig Supplies,newton,02458-2041,MA,East,423.612,-711.953,54,4,4.7,152.4,0.3,64.8,253.8,101.4,189.0
536787,12/2/2020 15:24,17850,Dog and Puppy Pads,Disposables,heathsville,22473-2244,VA,East,379.176,-764.722,1,5,9.3,5,1.0,5,9.3,4.3,4.3
536790,12/2/2020 15:26,17850,Dog and Puppy Pads,Disposables,heathsville,22473-2244,VA,East,379.176,-764.722,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
536793,12/2/2020 15:39,16203,Rechargeable Pet Nail Grinder,Grooming,pahrump,89048,NV,West,362.083,-1.159.839,1,5,10.5,5,1.0,5,10.5,5.5,5.5
536794,12/2/2020 15:40,13767,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,estero,33967-0513,FL,East,264.381,-818.068,2,5,15.7,8.5,0.8,8.0,31.4,22.9,23.4
536795,12/2/2020 15:40,15640,Dog and Puppy Pads,Disposables,chapel hill,27516-8345,NC,East,359.132,-790.558,6,5,9.3,22.5,0.5,15.0,55.8,33.3,40.8
536795,12/2/2020 15:40,15640,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,chapel hill,27516-8345,NC,East,359.132,-790.558,7,9,6.3,46.8,0.5,31.5,44.1,-2.7,12.6
,12/2/2020 15:46,15574,Pet Odor Eliminator,Cleanig Supplies,biloxi,39531-2811,MS,Central,30.396,-888.854,1,4,6.14,4,1.0,4,6.14,2.14,2.14
536799,12/2/2020 16:00,17228,Earth Rated Dog Poop Bags,Disposables,spartanburg,29302,SC,East,349.498,-81.932,1,4,6.7,4,1.0,4,6.7,2.7,2.7
536799,12/2/2020 16:00,17228,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,spartanburg,29302,SC,East,349.498,-81.932,1,6,3.7,6,1.0,6,3.7,-2.3,-2.3
536801,12/2/2020 16:12,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536800,12/2/2020 16:12,14829,Rechargeable Pet Nail Grinder,Grooming,ashland,41101-5040,KY,Central,384.784,-826.379,1,5,10.5,5,1.0,5,10.5,5.5,5.5
536804,12/2/2020 16:34,14031,Pet Odor Eliminator,Cleanig Supplies,sarasota,34243-2252,FL,East,273.364,-825.307,8,4,6.14,23.6,0.4,12.8,49.12,25.52,36.32
536804,12/2/2020 16:34,14031,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,sarasota,34243-2252,FL,East,273.364,-825.307,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
,,17659,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,richmond,77469,TX,Central,295.822,-957.608,1,20,41.5,20,1.0,20,41.5,21.5,21.5
536813,12/2/2020 16:59,15646,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,chapel hill,27517-9126,NC,East,359.132,-790.558,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536821,12/2/2020 17:17,17757,Indoor Pet Camera (Wi-Fi),Electronics,tooele,84074-1953,UT,West,405.308,-1.122.983,1,7,-0.3,7,1.0,7,-0.3,-7.3,-7.3
536821,12/2/2020 17:17,17757,Sheba Perfect Portions Pat Wet Cat Food,Food,tooele,84074-1953,UT,West,405.308,-1.122.983,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
536833,12/2/2020 17:48,18239,Dog and Puppy Pads,Disposables,slinger,53086-9103,WI,Central,433.334,-882.858,1,5,11.7,5,1.0,5,11.7,6.7,6.7
536836,12/2/2020 18:08,18168,Sheba Perfect Portions Pat Wet Cat Food,Food,elkhorn,53121-4530,WI,Central,426.728,-885.445,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
536837,12/2/2020 18:15,14395,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,st maries,83861-9724,ID,West,473.144,-1.165.627,1,5,15.7,5,1.0,5,15.7,10.7,10.7
536837,12/2/2020 18:15,14395,Dog and Puppy Pads,Disposables,st maries,83861-9724,ID,West,473.144,-1.165.627,1,5,11.7,5,1.0,5,11.7,6.7,6.7
536839,12/2/2020 18:25,15093,Pet Odor Eliminator,Cleanig Supplies,wakefield,01880-3822,MA,East,425.065,-710.728,16,4,6.14,46.0,0.3,19.2,98.24,52.24,79.04
536841,12/2/2020 18:27,16150,Pet Odor Eliminator,Cleanig Supplies,hobbs,88240-2206,NM,West,327.026,-103.136,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
536842,12/2/2020 18:45,17552,Indoor Pet Camera (Wi-Fi),Electronics,helotes,78023-4236,TX,Central,295.628,-98.687,1,7,-0.3,7,1.0,7,-0.3,-7.3,-7.3
536845,12/2/2020 19:18,17961,Pet Grooming Brush,Grooming,arlington,98223-5024,WA,West,481.811,-122.139,1,5,5.9,5,1.0,5,5.9,0.9,0.9
536846,12/2/2020 19:59,14573,Indoor Pet Camera (Wi-Fi),Electronics,olney,62450-4835,IL,Central,387.297,-880.847,1,7,-0.3,7,1.0,7,-0.3,-7.3,-7.3
536846,12/2/2020 19:59,14573,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,olney,62450-4835,IL,Central,387.297,-880.847,1,20,41.5,20,1.0,20,41.5,21.5,21.5
536856,12/3/2020 10:26,13370,Rechargeable Pet Nail Grinder,Grooming,vista,92084-4153,CA,West,33.2,-1.172.425,1,5,10.5,5,1.0,5,10.5,5.5,5.5
536856,12/3/2020 10:26,13370,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,vista,92084-4153,CA,West,33.2,-1.172.425,1,20,41.5,20,1.0,20,41.5,21.5,21.5
536857,12/3/2020 10:33,16883,Dog and Puppy Pads,Disposables,klamath falls,97603-8571,OR,West,422.249,-1.217.817,1,5,11.7,5,1.0,5,11.7,6.7,6.7
536859,12/3/2020 10:43,12841,Dog and Puppy Pads,Disposables,hawthorne,90250-6023,CA,West,339.113,-1.183.478,1,5,11.7,5,1.0,5,11.7,6.7,6.7
536859,12/3/2020 10:43,12841,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,hawthorne,90250-6023,CA,West,339.113,-1.183.478,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536859,12/3/2020 10:43,12841,ProBiotic Supplements for Dogs,Supplements,hawthorne,90250-6023,CA,West,339.113,-1.183.478,1,7,7.7,7,1.0,7,7.7,0.7,0.7
536862,12/3/2020 11:13,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,20.26,4,1.0,4,20.26,16.26,16.26
536862,12/3/2020 11:13,,Indoor Pet Camera (Wi-Fi),Electronics,,,,,,,1,7,14.82,7,1.0,7,14.82,7.82,7.82
536862,12/3/2020 11:13,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,1,6,22.36,6,1.0,6,22.36,16.36,16.36
536862,12/3/2020 11:13,,Pet Grooming Brush,Grooming,,,,,,,1,5,26.36,5,1.0,5,26.36,21.36,21.36
536862,12/3/2020 11:13,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,2,2.5,7.46,4.25,0.8,4.0,14.92,10.67,10.92
536862,12/3/2020 11:13,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,117.94,20,1.0,20,117.94,97.94,97.94
536863,12/3/2020 11:19,17967,Dog and Puppy Pads,Disposables,bellevue,98004-5133,WA,West,476.144,-1.221.923,1,5,11.7,5,1.0,5,11.7,6.7,6.7
536863,12/3/2020 11:19,,Pet Grooming Brush,Grooming,,,,,,,1,5,5.9,5,1.0,5,5.9,0.9,0.9
536864,12/3/2020 11:27,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,20.26,4,1.0,4,20.26,16.26,16.26
536864,12/3/2020 11:27,,Indoor Pet Camera (Wi-Fi),Electronics,,,,,,,1,7,14.82,7,1.0,7,14.82,7.82,7.82
536864,12/3/2020 11:27,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,1,12,37.92,12,1.0,12,37.92,25.92,25.92
536864,12/3/2020 11:27,,NexGard Chew for Dogs,Food,,,,,,,1,7,51.42,7,1.0,7,51.42,44.42,44.42
536864,12/3/2020 11:27,,Pet Grooming Brush,Grooming,,,,,,,1,5,26.36,5,1.0,5,26.36,21.36,21.36
,12/3/2020 11:28,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,20.26,4,1.0,4,20.26,16.26,16.26
536865,12/3/2020 11:28,,Indoor Pet Camera (Wi-Fi),Electronics,,,,,,,1,7,14.82,7,1.0,7,14.82,7.82,7.82
536865,12/3/2020 11:28,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,1,12,37.92,12,1.0,12,37.92,25.92,25.92
536865,12/3/2020 11:28,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,1,6,22.36,6,1.0,6,22.36,16.36,16.36
536865,12/3/2020 11:28,,Pet Grooming Brush,Grooming,,,,,,,1,5,26.36,5,1.0,5,26.36,21.36,21.36
536865,12/3/2020 11:28,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,35.82,5,1.0,5,35.82,30.82,30.82
536874,12/3/2020 11:35,16891,Earth Rated Dog Poop Bags,Disposables,riddle,97469-9772,OR,West,42.951,-1.233.642,1,4,6.7,4,1.0,4,6.7,2.7,2.7
536874,12/3/2020 11:35,16891,Rechargeable Pet Nail Grinder,Grooming,riddle,97469-9772,OR,West,42.951,-1.233.642,1,5,10.5,5,1.0,5,10.5,5.5,5.5
536876,12/3/2020 11:36,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,1,5,42.82,5,1.0,5,42.82,37.82,37.82
,12/3/2020 11:36,,Dog and Puppy Pads,Disposables,,,,,,,1,5,29.46,5,1.0,5,29.46,24.46,24.46
536876,12/3/2020 11:36,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,20.26,4,1.0,4,20.26,16.26,16.26
536876,12/3/2020 11:36,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536876,12/3/2020 11:36,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,5,9,26.46,34.2,0.5,22.5,132.3,98.1,109.8
536876,12/3/2020 11:36,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,1,12,32.82,12,1.0,12,32.82,20.82,20.82
536876,12/3/2020 11:36,,NexGard Chew for Dogs,Food,,,,,,,1,7,51.42,7,1.0,7,51.42,44.42,44.42
536876,12/3/2020 11:36,,Pet Grooming Brush,Grooming,,,,,,,1,5,21.26,5,1.0,5,21.26,16.26,16.26
536876,12/3/2020 11:36,,Pet Odor Eliminator,Cleanig Supplies,,,,,,,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
536876,12/3/2020 11:36,,Pet Odor Eliminator,Cleanig Supplies,,,,,,,2,4,15.14,6.8,0.8,6.4,30.28,23.48,23.88
536876,12/3/2020 11:36,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,35.82,5,1.0,5,35.82,30.82,30.82
536876,12/3/2020 11:36,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,4,2.5,7.46,7.75,0.6,6.0,29.84,22.09,23.84
536938,12/3/2020 12:05,14680,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,elkhart,46514-9151,IN,Central,41.682,-859.767,4,6,3.7,18.6,0.6,14.4,14.8,-3.8,0.400000000000002
536938,12/3/2020 12:05,14680,ProBiotic Supplements for Dogs,Supplements,elkhart,46514-9151,IN,Central,41.682,-859.767,12,7,3.5,60.9,0.3,25.2,42.0,-18.9,16.8
536943,12/3/2020 12:11,17884,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,richmond,23223-1159,VA,East,375.385,-774.343,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536943,12/3/2020 12:11,17884,Pet Odor Eliminator,Cleanig Supplies,richmond,23223-1159,VA,East,375.385,-774.343,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
536944,12/3/2020 12:20,12557,Pet Grooming Brush,Grooming,prescott,86305,AZ,West,345.403,-1.124.695,12,5,5.9,43.5,0.3,18.0,70.8,27.3,52.8
536946,12/3/2020 12:28,13013,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,newark,94560-5326,CA,West,375.297,-1.220.402,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
536946,12/3/2020 12:28,13013,Pet Odor Eliminator,Cleanig Supplies,newark,94560-5326,CA,West,375.297,-1.220.402,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
536947,12/3/2020 12:29,13013,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,newark,94560-5326,CA,West,375.297,-1.220.402,1,20,41.5,20,1.0,20,41.5,21.5,21.5
536956,12/3/2020 12:43,14210,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,cumming,30041-5656,GA,East,342.073,-841.402,1,12,9.9,12,1.0,12,9.9,-2.1,-2.1
536956,12/3/2020 12:43,14210,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,cumming,30041-5656,GA,East,342.073,-841.402,1,20,41.5,20,1.0,20,41.5,21.5,21.5
536960,12/3/2020 12:48,16477,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,port chester,10573-2711,NY,East,410.018,-736.657,1,5,15.7,5,1.0,5,15.7,10.7,10.7
,12/3/2020 12:48,16477,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,port chester,10573-2711,NY,East,410.018,-736.657,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536967,12/3/2020 12:57,12600,Earth Rated Dog Poop Bags,Disposables,mesa,85215-2684,AZ,West,334.153,-1.118.313,5,4,6.7,15.2,0.5,10.0,33.5,18.3,23.5
536968,12/3/2020 13:09,16013,ProBiotic Supplements for Dogs,Supplements,galloway,08205-9718,NJ,East,394.879,-74.476,8,7,3.5,41.3,0.4,22.4,28.0,-13.3,5.6
536970,12/3/2020 13:12,17949,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,vienna,22182-3405,VA,East,389.013,-772.652,20,20,30.7,286.0,0.3,120.0,614.0,328.0,494.0
536974,12/3/2020 13:59,,Pet Grooming Brush,Grooming,,,,,,,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
536975,12/3/2020 14:04,14911,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,edgard,70049-2017,LA,Central,300.433,-905.601,2,5,15.7,8.5,0.8,8.0,31.4,22.9,23.4
,12/3/2020 14:04,14911,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,edgard,70049-2017,LA,Central,300.433,-905.601,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536975,12/3/2020 14:04,14911,ProBiotic Supplements for Dogs,Supplements,edgard,70049-2017,LA,Central,300.433,-905.601,1,7,7.7,7,1.0,7,7.7,0.7,0.7
536975,12/3/2020 14:04,14911,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,edgard,70049-2017,LA,Central,300.433,-905.601,1,20,41.5,20,1.0,20,41.5,21.5,21.5
536976,12/3/2020 14:18,14723,Dog and Puppy Pads,Disposables,middletown,47356-1143,IN,Central,400.573,-855.372,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
536980,,17819,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,clifton,20124-1098,VA,East,387.802,-773.865,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
536982,12/3/2020 14:27,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,13,5,47.92,47.0,0.3,19.5,622.96,575.96,603.46
536982,12/3/2020 14:27,,Dog and Puppy Pads,Disposables,,,,,,,6,5,34.62,22.5,0.5,15.0,207.72,185.22,192.72
536982,12/3/2020 14:27,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,13,9,31.62,84.6,0.3,35.1,411.06,326.46,375.96
536982,12/3/2020 14:27,,ProBiotic Supplements for Dogs,Supplements,,,,,,,6,7,44.12,31.5,0.5,21.0,264.72,233.22,243.72
536982,12/3/2020 14:27,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,6,20,117.94,90.0,0.5,60.0,707.64,617.64,647.64
536984,12/3/2020 14:35,17841,ProBiotic Supplements for Dogs,Supplements,great falls,22066-1101,VA,East,389.982,-772.883,4,7,3.5,21.7,0.6,16.8,14.0,-7.7,-2.8
536985,12/3/2020 14:40,15373,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,canadian lakes,49346-9725,MI,Central,,,1,5,15.7,5,1.0,5,15.7,10.7,10.7
536985,12/3/2020 14:40,15373,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,canadian lakes,49346-9725,MI,Central,,,1,20,41.5,20,1.0,20,41.5,21.5,21.5
,12/3/2020 14:54,17198,Dog and Puppy Pads,Disposables,greenville,29615,SC,East,348.514,-823.985,1,5,11.7,5,1.0,5,11.7,6.7,6.7
537023,12/3/2020 16:02,16725,ProBiotic Supplements for Dogs,Supplements,columbus,43213-2852,OH,Central,399.623,-830.007,1,7,7.7,7,1.0,7,7.7,0.7,0.7
537026,12/3/2020 16:35,12395,Earth Rated Dog Poop Bags,Disposables,lansing,48910-1873,MI,Central,427.338,-845.554,2,4,6.7,6.8,0.8,6.4,13.4,6.6,7.0
537034,12/3/2020 17:20,13081,Sheba Perfect Portions Pat Wet Cat Food,Food,pittsburg,94565-2126,CA,West,38.028,-1.218.847,4,2.5,2.6,7.75,0.6,6.0,10.4,2.65,4.4
537036,12/3/2020 17:28,15545,Pet Odor Eliminator,Cleanig Supplies,saint louis,63128-1106,MO,Central,38.63,-90.19,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
537037,12/5/2020 10:03,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,2,5,15.7,8.5,0.8,8.0,31.4,22.9,23.4
537038,12/5/2020 10:12,15465,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,rochester,55902-1537,MN,Central,440.233,-92.463,14,9,6.3,90.9,0.3,37.8,88.2,-2.69999999999999,50.4
537038,12/5/2020 10:12,15465,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,rochester,55902-1537,MN,Central,440.233,-92.463,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
537042,12/5/2020 10:45,13838,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,lakeland,33813-5892,FL,East,280.395,-819.498,1,20,41.5,20,1.0,20,41.5,21.5,21.5
,12/5/2020 10:52,18055,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,olympia,98516-6801,WA,West,47.045,-1.228.949,1,5,15.7,5,1.0,5,15.7,10.7,10.7
537044,12/5/2020 10:52,18055,Dog and Puppy Pads,Disposables,olympia,98516-6801,WA,West,47.045,-1.228.949,1,5,11.7,5,1.0,5,11.7,6.7,6.7
537046,12/5/2020 10:58,18109,Dog and Puppy Pads,Disposables,spokane,99201,WA,West,476.589,-1.174.247,1,5,11.7,5,1.0,5,11.7,6.7,6.7
537046,12/5/2020 10:58,18109,NexGard Chew for Dogs,Food,spokane,99201,WA,West,476.589,-1.174.247,1,7,8.7,7,1.0,7,8.7,1.7,1.7
537047,12/5/2020 11:02,13069,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,palo alto,94303-3047,CA,West,374.422,-1.221.634,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
537047,12/5/2020 11:02,13069,Pet Grooming Brush,Grooming,palo alto,94303-3047,CA,West,374.422,-1.221.634,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
537049,12/5/2020 11:04,16241,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,bellmore,11710-4604,NY,East,406.687,-735.271,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
537051,12/5/2020 11:12,15708,Dog and Puppy Pads,Disposables,lillington,27546-6395,NC,East,353.991,-788.156,1,5,11.7,5,1.0,5,11.7,6.7,6.7
537052,12/5/2020 11:15,16839,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,north plains,97133-8350,OR,West,455.973,-1.229.936,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
537055,12/5/2020 11:45,16814,Dog and Puppy Pads,Disposables,florence,97439-9306,OR,West,439.827,-1.240.998,1,5,11.7,5,1.0,5,11.7,6.7,6.7
537055,12/5/2020 11:45,16814,Pet Odor Eliminator,Cleanig Supplies,florence,97439-9306,OR,West,439.827,-1.240.998,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
537057,12/5/2020 11:49,15351,Earth Rated Dog Poop Bags,Disposables,saint clair shores,48080-1044,MI,Central,424.646,-829.085,1,4,6.7,4,1.0,4,6.7,2.7,2.7
537057,12/5/2020 11:49,15351,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,saint clair shores,48080-1044,MI,Central,424.646,-829.085,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
537057,12/5/2020 11:49,15351,Sheba Perfect Portions Pat Wet Cat Food,Food,saint clair shores,48080-1044,MI,Central,424.646,-829.085,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
537065,12/5/2020 11:57,12567,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,buckeye,85396-7869,AZ,West,333.703,-1.125.839,1,12,9.9,12,1.0,12,9.9,-2.1,-2.1
537065,12/5/2020 11:57,12567,Pet Grooming Brush,Grooming,buckeye,85396-7869,AZ,West,333.703,-1.125.839,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
537065,12/5/2020 11:57,12567,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,buckeye,85396-7869,AZ,West,333.703,-1.125.839,1,20,41.5,20,1.0,20,41.5,21.5,21.5
537117,12/5/2020 12:09,16353,ProBiotic Supplements for Dogs,Supplements,hempstead,11550-3521,NY,East,407.063,-736.187,8,7,3.5,41.3,0.4,22.4,28.0,-13.3,5.6
537127,12/5/2020 12:13,13831,Dog and Puppy Pads,Disposables,lake placid,33852-9743,FL,East,272.931,-813.629,22,5,9.3,78.5,0.3,33.0,204.6,126.1,171.6
537126,12/5/2020 12:13,18118,Dog and Puppy Pads,Disposables,tacoma,98422-3480,WA,West,472.496,-1.224.399,1,5,11.7,5,1.0,5,11.7,6.7,6.7
537126,12/5/2020 12:13,18118,Earth Rated Dog Poop Bags,Disposables,tacoma,98422-3480,WA,West,472.496,-1.224.399,1,4,6.7,4,1.0,4,6.7,2.7,2.7
537126,12/5/2020 12:13,18118,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,tacoma,98422-3480,WA,West,472.496,-1.224.399,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
537126,12/5/2020 12:13,18118,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,tacoma,98422-3480,WA,West,472.496,-1.224.399,1,6,3.7,6,1.0,6,3.7,-2.3,-2.3
537128,12/5/2020 12:15,12841,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,hawthorne,90250-6023,CA,West,339.113,-1.183.478,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
537128,12/5/2020 12:15,12841,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,hawthorne,90250-6023,CA,West,339.113,-1.183.478,1,12,9.9,12,1.0,12,9.9,-2.1,-2.1
537128,12/5/2020 12:15,12841,ProBiotic Supplements for Dogs,Supplements,hawthorne,90250-6023,CA,West,339.113,-1.183.478,1,7,7.7,7,1.0,7,7.7,0.7,0.7
537130,12/5/2020 12:23,17796,Rechargeable Pet Nail Grinder,Grooming,burke,22015,VA,East,387.771,-772.755,1,5,10.5,5,1.0,5,10.5,5.5,5.5
537131,12/5/2020 12:26,15716,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,mills river,28759,NC,East,353.884,-825.668,1,5,15.7,5,1.0,5,15.7,10.7,10.7
537131,12/5/2020 12:26,15716,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,mills river,28759,NC,East,353.884,-825.668,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
537131,12/5/2020 12:26,15716,Pet Odor Eliminator,Cleanig Supplies,mills river,28759,NC,East,353.884,-825.668,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
537133,12/5/2020 12:29,18156,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,butler,53007-1204,WI,Central,431.058,-880.695,1,5,15.7,5,1.0,5,15.7,10.7,10.7
537133,12/5/2020 12:29,18156,Sheba Perfect Portions Pat Wet Cat Food,Food,butler,53007-1204,WI,Central,431.058,-880.695,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
